id_vinho;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;Vinho
3448;6,4;0,27;0,29;10,8;0,028;17;118;0,99356;3,18;0,37;11,2;6;WHITE
3449;7,8;0,28;0,22;1,4;0,056;24;130;0,9944;3,28;0,48;9,5;5;WHITE
3450;6,3;0,24;0,35;2,3;0,039;43;109;0,99056;3,34;0,44;11,8;6;WHITE
3451;6,6;0,25;0,39;1,45;0,04;40;89;0,9911;3,35;0,4;11,4;7;WHITE
3452;7,3;0,51;0,18;2,1;0,07;12;28;0,99768;3,52;0,73;9,5;6;RED
3453;6,8;0,34;0,69;1,3;0,058;12;171;0,9931;3,06;0,47;9,7;5;WHITE
3454;6,4;0,1;0,35;4,9;0,048;31;103;0,9947;3,43;0,79;9,7;6;WHITE
3455;7,4;0,33;0,26;2,6;0,04;29;115;0,9913;3,07;0,52;11,8;7;WHITE
3456;6,5;0,885;0;2,3;0,166;6;12;0,99551;3,56;0,51;10,8;5;RED
3457;5,8;0,29;0,27;1,6;0,062;17;140;0,99138;3,23;0,35;11,1;6;WHITE
3458;6,2;0,12;0,34;1,5;0,045;43;117;0,9939;3,42;0,51;9;6;WHITE
3459;5,9;0,23;0,24;3,8;0,038;61;152;0,99139;3,31;0,5;11,3;7;WHITE
3460;7;0,13;0,37;12,85;0,042;36;105;0,99581;3,05;0,55;10,7;6;WHITE
3461;7,4;0,36;0,23;1,9;0,017;31;69;0,9892;2,93;0,36;12,5;6;WHITE
3462;6,8;0,15;0,41;12,9;0,044;79,5;183;0,99742;3,24;0,78;10,2;6;WHITE
3463;6,5;0,22;0,45;8;0,053;52;196;0,9959;3,23;0,48;9,1;6;WHITE
3464;7,2;0,655;0,03;1,8;0,078;7;12;0,99587;3,34;0,39;9,5;5;RED
3465;7,3;0,28;0,42;1,2;0,033;29;142;0,99205;3,17;0,43;10,7;4;WHITE
3466;6,5;0,63;0,33;1,8;0,059;16;28;0,99531;3,36;0,64;10,1;6;RED
3467;6,8;0,3;0,24;6,6;0,123;35;116;0,9953;3,07;0,48;9,4;5;WHITE
3468;6,4;0,28;0,56;1,7;0,156;49;106;0,99354;3,1;0,37;9,2;6;WHITE
3469;7;0,59;0;1,7;0,052;3;8;0,996;3,41;0,47;10,3;5;RED
3470;5,4;0,31;0,47;3;0,053;46;144;0,9931;3,29;0,76;10;5;WHITE
3471;6,8;0,28;0,44;11,5;0,04;58;223;0,9969;3,22;0,56;9,5;5;WHITE
3472;7,1;0,26;0,32;5,9;0,037;39;97;0,9934;3,31;0,4;11,6;6;WHITE
3473;6,9;0,32;0,27;16;0,034;58;185;0,99938;3,34;0,6;9;6;WHITE
3474;6,7;0,26;0,3;1,8;0,043;25;121;0,9944;3,44;0,61;10,2;6;WHITE
3475;7,9;0,2;0,49;1,6;0,053;15;144;0,993;3,16;0,47;10,5;5;WHITE
3476;5,9;0,3;0,29;1,1;0,036;23;56;0,9904;3,19;0,38;11,3;5;WHITE
3477;9,8;0,36;0,45;1,6;0,042;11;124;0,9944;2,93;0,46;10,8;5;WHITE
3478;12,4;0,49;0,58;3;0,103;28;99;1,0008;3,16;1;11,5;6;RED
3479;7,2;0,32;0,47;5,1;0,044;19;65;0,991;3,03;0,41;12,6;4;WHITE
3480;7,5;0,42;0,31;1,6;0,08;15;42;0,9978;3,31;0,64;9;5;RED
3481;9,1;0,785;0;2,6;0,093;11;28;0,9994;3,36;0,86;9,4;6;RED
3482;6,3;0,41;0,16;0,9;0,032;25;98;0,99274;3,16;0,42;9,5;5;WHITE
3483;5,7;0,28;0,35;1,2;0,052;39;141;0,99108;3,44;0,69;11,3;6;WHITE
3484;8,1;0,38;0,28;2,1;0,066;13;30;0,9968;3,23;0,73;9,7;7;RED
3485;9,9;0,54;0,26;2;0,111;7;60;0,99709;2,94;0,98;10,2;5;RED
3486;6,7;0,28;0,28;2,4;0,012;36;100;0,99064;3,26;0,39;11,7;7;WHITE
3487;8;0,38;0,06;1,8;0,078;12;49;0,99625;3,37;0,52;9,9;6;RED
3488;7,2;0,695;0,13;2;0,076;12;20;0,99546;3,29;0,54;10,1;5;RED
3489;6,5;0,28;0,25;4,8;0,029;54;128;0,99074;3,17;0,44;12,2;7;WHITE
3490;6,8;0,65;0,02;2,1;0,078;8;15;0,99498;3,35;0,62;10,4;6;RED
3491;5,9;0,415;0,13;1,4;0,04;11;64;0,9922;3,29;0,52;10,5;5;WHITE
3492;8,4;0,6;0,1;2,2;0,085;14;111;0,9964;3,15;0,66;9,8;5;RED
3493;6;0,13;0,28;5,7;0,038;56;189,5;0,9948;3,59;0,43;10,6;7;WHITE
3494;7,2;0,23;0,19;13,7;0,052;47;197;0,99865;3,12;0,53;9;5;WHITE
3495;6,8;0,27;0,3;13;0,047;69;160;0,99705;3,16;0,5;9,6;6;WHITE
3496;6,9;0,58;0,58;8,2;0,032;29;169;0,99275;3,28;0,44;12,2;6;WHITE
3497;5,8;0,33;0,2;16,05;0,047;26;166;0,9976;3,09;0,46;8,9;5;WHITE
3498;7,3;0,2;0,44;1,4;0,045;21;98;0,9924;3,15;0,46;10;7;WHITE
3499;8,3;0,36;0,57;15;0,052;35;256;1,0001;2,93;0,64;8,6;5;WHITE
3500;7,3;0,13;0,31;2,3;0,054;22;104;0,9924;3,24;0,92;11,5;7;WHITE
3501;8,4;0,2;0,38;11,8;0,055;51;170;1,0004;3,34;0,82;8,9;6;WHITE
3502;7,9;0,64;0,46;10,6;0,244;33;227;0,9983;2,87;0,74;9,1;3;WHITE
3503;7,4;0,2;0,37;16,95;0,048;43;190;0,9995;3,03;0,42;9,2;6;WHITE
3504;5,2;0,21;0,31;1,7;0,048;17;61;0,98953;3,24;0,37;12;7;WHITE
3505;7,2;0,26;0,26;12,7;0,036;49;214;0,9986;3,41;0,5;10;6;WHITE
3506;8,2;0,38;0,49;13,6;0,042;58;166;0,99855;3,1;0,54;9,4;5;WHITE
3507;7,1;0,6;0;1,8;0,074;16;34;0,9972;3,47;0,7;9,9;6;RED
3508;6,6;0,5;0;1,8;0,062;21;28;0,99352;3,44;0,55;12,3;6;RED
3509;9,3;0,655;0,26;2;0,096;5;35;0,99738;3,25;0,42;9,6;5;RED
3510;8,5;0,19;0,56;17,3;0,055;47;169;1,00047;3,07;0,67;9,3;6;WHITE
3511;6,8;0,22;0,3;10,6;0,07;67;194;0,99654;2,89;0,42;9;6;WHITE
3512;8,2;0,18;0,28;8,5;0,035;41;140;0,9952;3,04;0,37;10,1;7;WHITE
3513;7;0,22;0,3;1,4;0,04;14;63;0,98985;3,2;0,33;12;6;WHITE
3514;6,5;0,51;0,15;3;0,064;12;27;0,9929;3,33;0,59;12,8;6;RED
3515;7;0,46;0,2;16,7;0,046;50;184;0,99898;3,08;0,56;9,4;5;WHITE
3516;6,4;0,62;0,12;4,7;0,06;33;196;0,99556;3,22;0,48;8,9;5;WHITE
3517;8,4;0,35;0,56;13,8;0,048;55;190;0,9993;3,07;0,58;9,4;6;WHITE
3518;8,6;0,31;0,3;0,9;0,045;16;109;0,99249;2,95;0,39;10,1;5;WHITE
3519;6,4;0,42;0,74;12,8;0,076;48;209;0,9978;3,12;0,58;9;6;WHITE
3520;6,5;0,08;0,33;1,9;0,028;23;93;0,991;3,34;0,7;12;7;WHITE
3521;6,5;0,27;0,26;8,2;0,042;21;133;0,99612;3,43;0,64;9,8;6;WHITE
3522;6;0,2;0,26;6,8;0,049;22;93;0,9928;3,15;0,42;11;6;WHITE
3523;7,7;0,3;0,42;14,3;0,045;45;213;0,9991;3,18;0,63;9,2;5;WHITE
3524;7,8;0,25;0,34;13,7;0,044;66;184;0,99976;3,22;0,75;8,9;5;WHITE
3525;6,6;0,34;0,27;6,2;0,059;23;136;0,9957;3,3;0,49;10,1;6;WHITE
3526;6;0,26;0,29;1;0,032;27;96;0,9896;3,38;0,44;12,3;6;WHITE
3527;7,2;0,29;0,53;18,15;0,047;59;182;0,9992;3,09;0,52;9,6;5;WHITE
3528;9,9;1,005;0,46;1,4;0,046;34;185;0,9966;3,02;0,49;10,2;4;WHITE
3529;7,7;0,53;0,06;1,7;0,074;9;39;0,99615;3,35;0,48;9,8;6;RED
3530;7,4;0,18;0,34;2,7;0,03;30;107;0,992;2,97;0,53;11;6;WHITE
3531;6,4;0,23;0,32;1,9;0,038;40;118;0,99074;3,32;0,53;11,8;7;WHITE
3532;6,6;0,56;0,16;3,1;0,045;28;92;0,994;3,12;0,35;9,1;6;WHITE
3533;6;0,54;0,06;1,8;0,05;38;89;0,99236;3,3;0,5;10,55;6;RED
3534;6,5;0,22;0,45;8;0,053;52;196;0,9959;3,23;0,48;9,1;6;WHITE
3535;6,3;0,26;0,25;5,2;0,046;11;133;0,99202;2,97;0,68;11;6;WHITE
3536;7,7;0,23;0,31;10,7;0,038;59;186;0,9969;3,12;0,55;9,5;6;WHITE
3537;7,6;0,32;0,58;16,75;0,05;43;163;0,9999;3,15;0,54;9,2;5;WHITE
3538;6,4;0,27;0,19;1,9;0,085;21;196;0,99516;3,49;0,64;9,5;4;WHITE
3539;6,8;0,59;0,06;6;0,06;11;18;0,9962;3,41;0,59;10,8;7;RED
3540;6,9;0,25;0,34;1,3;0,035;27;82;0,99045;3,18;0,44;12,2;6;WHITE
3541;6,5;0,36;0,16;1,3;0,054;11;107;0,99398;3,19;0,39;8,5;5;WHITE
3542;7,7;0,46;0,18;3,3;0,054;18;143;0,99392;3,12;0,51;10,8;6;WHITE
3543;5,9;0,35;0,47;2,2;0,11;14;138;0,9932;3,09;0,5;9,1;5;WHITE
3544;7,7;0,26;0,51;2,6;0,045;26;159;0,99126;3;0,5;11,2;6;WHITE
3545;6,1;0,28;0,27;4,7;0,03;56;140;0,99042;3,16;0,42;12,5;8;WHITE
3546;11,6;0,32;0,55;2,8;0,081;35;67;1,0002;3,32;0,92;10,8;7;RED
3547;7;0,42;0,35;1,6;0,088;16;39;0,9961;3,34;0,55;9,2;5;RED
3548;9,8;0,34;0,39;1,4;0,066;3;7;0,9947;3,19;0,55;11,4;7;RED
3549;5,7;0,31;0,28;4,1;0,03;22;86;0,99062;3,31;0,38;11,7;7;WHITE
3550;7,5;0,17;0,32;1,7;0,04;51;148;0,9916;3,21;0,44;11,5;7;WHITE
3551;7,2;0,26;0,38;1,5;0,061;12;120;0,99192;3,18;0,46;10,4;5;WHITE
3552;6,4;0,16;0,25;1,4;0,057;21;125;0,99091;3,23;0,44;11,1;7;WHITE
3553;7,5;0,34;0,28;4;0,028;46;100;0,98958;3,2;0,5;13,2;7;WHITE
3554;7,5;0,31;0,51;14,8;0,039;62;204;0,9982;3,06;0,6;9,5;5;WHITE
3555;7,5;0,28;0,78;12,1;0,041;53;161;0,99838;2,98;0,44;8,7;5;WHITE
3556;5,7;0,22;0,22;16,65;0,044;39;110;0,99855;3,24;0,48;9;6;WHITE
3557;7;0,32;0,29;7,6;0,025;35;124;0,99162;3,15;0,65;12,8;7;WHITE
3558;6;0,22;0,28;1,1;0,034;47;90;0,98862;3,22;0,38;12,6;6;WHITE
3559;13;0,32;0,65;2,6;0,093;15;47;0,9996;3,05;0,61;10,6;5;RED
3560;6,3;0,39;0,24;6,9;0,069;9;117;0,9942;3,15;0,35;10,2;4;WHITE
3561;6,8;0,475;0,33;3,95;0,047;16;81;0,98988;3,23;0,53;13,4;7;WHITE
3562;6;0,28;0,29;19,3;0,051;36;174;0,99911;3,14;0,5;9;5;WHITE
3563;6,4;0,25;0,3;5,5;0,038;15;129;0,9948;3,14;0,49;9,6;6;WHITE
3564;7,7;0,28;0,3;2;0,062;18;34;0,9952;3,28;0,9;11,3;7;RED
3565;6,6;0,23;0,2;11,4;0,044;45;131;0,99604;2,96;0,51;9,7;6;WHITE
3566;7,1;0,2;0,31;6,85;0,053;32;211;0,99587;3,31;0,59;10,4;6;WHITE
3567;9,1;0,29;0,33;2,05;0,063;13;27;0,99516;3,26;0,84;11,7;7;RED
3568;10,3;0,32;0,45;6,4;0,073;5;13;0,9976;3,23;0,82;12,6;8;RED
3569;7,3;0,22;0,31;2,3;0,018;45;80;0,98936;3,06;0,34;12,9;7;WHITE
3570;6,8;0,16;0,18;1,8;0,046;31;114;0,99226;3,27;0,55;10,8;6;WHITE
3571;5,8;0,26;0,24;9,2;0,044;55;152;0,9961;3,31;0,38;9,4;5;WHITE
3572;7,8;0,965;0,6;45,8;0,074;8;160;1,01398;3,39;0,69;11,7;6;WHITE
3573;8;0,45;0,36;8,8;0,026;50;151;0,9927;3,07;0,25;12,7;8;WHITE
3574;5,5;0,18;0,22;5,5;0,037;10;86;0,99156;3,46;0,44;12,2;5;WHITE
3575;6,2;0,32;0,12;4,8;0,054;6;97;0,99424;3,16;0,5;9,3;5;WHITE
3576;7,3;0,25;0,39;6,4;0,034;8;84;0,9942;3,18;0,46;11,5;5;WHITE
3577;8,5;0,23;0,4;9,9;0,036;24;88;0,9951;3,02;0,42;10,5;6;WHITE
3578;6,1;0,17;0,28;4,5;0,033;46;150;0,9933;3,43;0,49;10,9;6;WHITE
3579;6,3;0,4;0,24;5,1;0,036;43;131;0,99186;3,24;0,44;11,3;6;WHITE
3580;8,6;0,485;0,29;4,1;0,026;19;101;0,9918;3,01;0,38;12,4;5;WHITE
3581;8,2;0,73;0,21;1,7;0,074;5;13;0,9968;3,2;0,52;9,5;5;RED
3582;7;0,5;0,14;1,8;0,078;10;23;0,99636;3,53;0,61;10,4;5;RED
3583;5,2;0,34;0,37;6,2;0,031;42;133;0,99076;3,25;0,41;12,5;6;WHITE
3584;11,7;0,45;0,63;2,2;0,073;7;23;0,99974;3,21;0,69;10,9;6;RED
3585;6,9;0,31;0,33;12,7;0,038;33;116;0,9954;3,04;0,65;10,4;6;WHITE
3586;6,8;0,22;0,31;6,3;0,035;33;170;0,9918;3,24;0,66;12,6;6;WHITE
3587;8,4;0,62;0,12;1,8;0,072;38;46;0,99504;3,38;0,89;11,8;6;RED
3588;6,9;0,31;0,34;1,6;0,032;23;128;0,9917;3,37;0,47;11,7;6;WHITE
3589;8,2;0,56;0,23;3,4;0,078;14;104;0,9976;3,28;0,62;9,4;5;RED
3590;6,3;0,22;0,34;1,2;0,036;32;96;0,98961;3,06;0,74;11,6;6;WHITE
3591;7,6;0,48;0,31;2,8;0,07;4;15;0,99693;3,22;0,55;10,3;6;RED
3592;5,8;0,21;0,32;1,6;0,045;38;95;0,98946;3,23;0,94;12,4;8;WHITE
3593;6,9;0,34;0,36;1,4;0,032;13;145;0,99214;3,07;0,52;9,8;5;WHITE
3594;5,9;0,19;0,37;0,8;0,027;3;21;0,9897;3,09;0,31;10,8;5;WHITE
3595;10,8;0,89;0,3;2,6;0,132;7;60;0,99786;2,99;1,18;10,2;5;RED
3596;7,6;0,78;0;1,7;0,076;33;45;0,99612;3,31;0,62;10,7;6;RED
3597;8,9;0,13;0,49;1;0,028;6;24;0,9926;2,91;0,32;9,9;5;WHITE
3598;6;0,28;0,27;15,5;0,036;31;134;0,99408;3,19;0,44;13;7;WHITE
3599;7,1;0,75;0,01;2,2;0,059;11;18;0,99242;3,39;0,4;12,8;6;RED
3600;4,8;0,13;0,32;1,2;0,042;40;98;0,9898;3,42;0,64;11,8;7;WHITE
3601;7;0,2;0,31;8;0,05;29;213;0,99596;3,28;0,57;10,4;6;WHITE
3602;7;0,45;0,34;2,7;0,082;16;72;0,998;3,55;0,6;9,5;5;RED
3603;7,6;0,47;0,49;13;0,239;42;220;0,9988;2,96;0,51;9,2;5;WHITE
3604;5,7;0,21;0,32;1,6;0,03;33;122;0,99044;3,33;0,52;11,9;6;WHITE
3605;6,6;0,42;0,33;2,8;0,034;15;85;0,99;3,28;0,51;13,4;6;WHITE
3606;7,2;0,2;0,3;2;0,039;43;188;0,9911;3,3;0,41;12;6;WHITE
3607;8,4;0,34;0,42;2,1;0,072;23;36;0,99392;3,11;0,78;12,4;6;RED
3608;6,6;0,24;0,3;11,3;0,026;11;77;0,99381;3,13;0,55;12,8;7;WHITE
3609;6,8;0,32;0,34;6;0,05;5;129;0,9953;3,19;0,4;9,1;5;WHITE
3610;6,1;0,27;0,25;1,8;0,041;9;109;0,9929;3,08;0,54;9;5;WHITE
3611;6,6;0,19;0,33;1,8;0,035;42;148;0,99196;3,15;0,36;10,2;5;WHITE
3612;6;0,28;0,52;6,2;0,028;37;104;0,99161;3,28;0,51;11,8;7;WHITE
3613;10,7;0,46;0,39;2;0,061;7;15;0,9981;3,18;0,62;9,5;5;RED
3614;6;0,41;0,23;1,1;0,066;22;148;0,99266;3,3;0,47;9,63333333;5;WHITE
3615;6,7;0,2;0,3;1,4;0,025;17;76;0,99104;3,11;0,44;11;6;WHITE
3616;6,3;0,33;0,2;17,9;0,066;36;161;0,9991;3,14;0,51;8,8;5;WHITE
3617;6,3;0,48;0,04;1,1;0,046;30;99;0,9928;3,24;0,36;9,6;6;WHITE
3618;6,8;0,27;0,22;17,8;0,034;16;116;0,9989;3,07;0,53;9,2;5;WHITE
3619;6,8;0,28;0,29;11,9;0,052;51;149;0,99544;3,02;0,58;10,4;6;WHITE
3620;7,2;0,62;0,06;2,7;0,077;15;85;0,99746;3,51;0,54;9,5;5;RED
3621;7;0,24;0,34;1,4;0,031;27;107;0,99;3,06;0,39;11,9;6;WHITE
3622;6,6;0,28;0,23;10,4;0,049;45;190;0,99754;3,12;0,51;8,8;5;WHITE
3623;8,2;0,2;0,49;3,5;0,057;14;108;0,9928;3,19;0,35;11,5;6;WHITE
3624;6,8;0,52;0,32;13,2;0,044;54;221;0,9972;3,27;0,5;9,6;6;WHITE
3625;7,9;0,34;0,42;2;0,086;8;19;0,99546;3,35;0,6;11,4;6;RED
3626;6;0,29;0,41;10,8;0,048;55;149;0,9937;3,09;0,59;10,96666667;7;WHITE
3627;9,6;0,54;0,42;2,4;0,081;25;52;0,997;3,2;0,71;11,4;6;RED
3628;7,2;0,2;0,61;16,2;0,043;14;103;0,9987;3,06;0,36;9,2;6;WHITE
3629;7,4;0,24;0,22;10,7;0,042;26;81;0,9954;2,86;0,36;9,7;6;WHITE
3630;7,5;0,55;0,24;2;0,078;10;28;0,9983;3,45;0,78;9,5;6;RED
3631;7;0,16;0,73;1;0,138;58;150;0,9936;3,08;0,3;9,2;5;WHITE
3632;7,9;0,58;0,23;2,3;0,076;23;94;0,99686;3,21;0,58;9,5;6;RED
3633;7,2;0,23;0,38;14,3;0,058;55;194;0,9979;3,09;0,44;9;6;WHITE
3634;8,6;0,22;0,36;1,9;0,064;53;77;0,99604;3,47;0,87;11;7;RED
3635;8,3;0,28;0,4;7,8;0,041;38;194;0,9976;3,34;0,51;9,6;6;WHITE
3636;6,8;0,32;0,28;4,8;0,034;25;100;0,99026;3,08;0,47;12,4;7;WHITE
3637;7,2;0,33;0,33;1,7;0,061;3;13;0,996;3,23;1,1;10;8;RED
3638;6,6;0,32;0,22;16,7;0,046;38;133;0,9979;3,22;0,67;10,4;6;WHITE
3639;7,1;0,47;0,29;14,8;0,024;22;142;0,99518;3,12;0,48;12;8;WHITE
3640;7,8;0,29;0,36;7;0,042;38;161;0,9941;3,26;0,37;11,2;8;WHITE
3641;7,8;0,815;0,01;2,6;0,074;48;90;0,99621;3,38;0,62;10,8;5;RED
3642;7,8;0,24;0,38;2,1;0,058;14;167;0,994;3,21;0,55;9,9;5;WHITE
3643;10,5;0,26;0,47;1,9;0,078;6;24;0,9976;3,18;1,04;10,9;7;RED
3644;8;0,22;0,42;14,6;0,044;45;163;1,0003;3,21;0,69;8,6;7;WHITE
3645;6,8;0,56;0,22;1,8;0,074;15;24;0,99438;3,4;0,82;11,2;6;RED
3646;6,8;0,25;0,38;8,1;0,046;24;155;0,9956;3,33;0,59;10,2;6;WHITE
3647;8,8;0,23;0,74;3,2;0,042;15;126;0,9934;3,02;0,51;11,2;6;WHITE
3648;10;0,26;0,54;1,9;0,083;42;74;0,99451;2,98;0,63;11,8;8;RED
3649;7,6;0,19;0,38;10,6;0,06;48;174;0,9962;3,13;0,38;10,5;6;WHITE
3650;6,7;0,25;0,31;1,35;0,061;30,5;218;0,99388;3,16;0,53;9,5;5;WHITE
3651;6,6;0,27;0,41;1,3;0,052;16;142;0,9951;3,42;0,47;10;6;WHITE
3652;5,4;0,5;0,13;5;0,028;12;107;0,99079;3,48;0,88;13,5;7;WHITE
3653;8,3;0,41;0,51;2;0,046;11;207;0,993;3,02;0,55;11,4;5;WHITE
3654;7;0,39;0,21;10,7;0,098;13;91;0,99657;3,03;0,47;9,3;5;WHITE
3655;6,4;0,31;0,27;7,4;0,049;48;169;0,99323;3,27;0,45;11,1;6;WHITE
3656;11,1;0,31;0,53;2,2;0,06;3;10;0,99572;3,02;0,83;10,9;7;RED
3657;7;0,34;0,3;1,8;0,045;44;142;0,9914;2,99;0,45;10,8;6;WHITE
3658;7,2;0,66;0,03;2,3;0,078;16;86;0,99743;3,53;0,57;9,7;5;RED
3659;6,6;0,25;0,3;14,4;0,052;40;183;0,998;3,02;0,5;9,1;6;WHITE
3660;6,5;0,36;0,38;10,2;0,028;20;82;0,99274;3,1;0,43;12,1;7;WHITE
3661;7,3;0,18;0,65;1,4;0,046;28;157;0,9946;3,33;0,62;9,4;6;WHITE
3662;6,6;0,24;0,3;13;0,052;18;143;0,99825;3,37;0,49;9,4;6;WHITE
3663;6,8;0,44;0,2;16;0,065;61;186;0,99884;3,13;0,45;8,6;5;WHITE
3664;7,2;0,17;0,34;6,4;0,042;16;111;0,99278;2,99;0,4;10,8;6;WHITE
3665;6,6;0,25;0,34;3;0,054;22;141;0,99338;3,26;0,47;10,4;6;WHITE
3666;7,7;0,56;0,08;2,5;0,114;14;46;0,9971;3,24;0,66;9,6;6;RED
3667;8,7;0,31;0,21;5,6;0,039;28;67;0,99328;2,96;0,52;11;4;WHITE
3668;5,9;0,28;0,34;3,6;0,04;50;194;0,9912;3,31;0,52;11,6;6;WHITE
3669;6,3;0,305;0,22;16;0,061;26;141;0,99824;3,08;0,5;9,1;5;WHITE
3670;6,7;0,11;0,34;8,8;0,043;41;113;0,9962;3,42;0,4;9,3;7;WHITE
3671;6,6;0,41;0,27;10,7;0,11;20;103;0,99672;3,08;0,41;9;6;WHITE
3672;8,3;0,28;0,48;2,1;0,093;6;12;0,99408;3,26;0,62;12,4;7;RED
3673;7,3;0,73;0,24;1,9;0,108;18;102;0,9967;3,26;0,59;9,3;5;RED
3674;7,4;0,41;0,34;4,7;0,042;19;127;0,9953;3,25;0,42;10,4;5;WHITE
3675;6,1;0,25;0,28;10;0,055;56;131;0,994;3,22;0,35;10,9;6;WHITE
3676;7,5;0,23;0,36;7;0,036;43;161;0,9938;3,04;0,32;11;5;WHITE
3677;6,9;0,63;0,02;1,9;0,078;18;30;0,99712;3,4;0,75;9,8;5;RED
3678;8,9;0,61;0,49;2;0,27;23;110;0,9972;3,12;1,02;9,3;5;RED
3679;7,7;0,44;0,24;11,2;0,031;41;167;0,9948;3,12;0,43;11,3;7;WHITE
3680;6;0,36;0,39;3,2;0,027;20;125;0,991;3,38;0,39;11,3;7;WHITE
3681;6,8;0,3;0,27;11,6;0,028;22;97;0,99314;2,96;0,38;11,7;6;WHITE
3682;6,6;0,4;0,32;1,7;0,035;39;84;0,99096;3,59;0,48;12,7;7;WHITE
3683;8,5;0,21;0,52;1,9;0,09;9;23;0,99648;3,36;0,67;10,4;5;RED
3684;7,8;0,56;0,12;2;0,082;7;28;0,997;3,37;0,5;9,4;6;RED
3685;6,6;0,38;0,29;2,9;0,035;15;101;0,98916;3,04;0,37;12,5;6;WHITE
3686;5,7;0,21;0,25;1,1;0,035;26;81;0,9902;3,31;0,52;11,4;6;WHITE
3687;6,1;0,125;0,25;3,3;0,04;10;69;0,9934;3,54;0,59;10,1;6;WHITE
3688;4,8;0,21;0,21;10,2;0,037;17;112;0,99324;3,66;0,48;12,2;7;WHITE
3689;7,2;0,29;0,4;7,6;0,024;56;177;0,9928;3,04;0,32;11,5;6;WHITE
3690;8,6;0,47;0,27;2,3;0,055;14;28;0,99516;3,18;0,8;11,2;5;RED
3691;6,8;0,28;0,35;2,3;0,042;16;85;0,9906;3,19;0,56;12,4;6;WHITE
3692;7,2;0,23;0,39;1,5;0,053;26;106;0,99166;3,18;0,47;11,1;6;WHITE
3693;9,4;0,28;0,3;1,6;0,045;36;139;0,99534;3,11;0,49;9,3;5;WHITE
3694;8,8;0,61;0,14;2,4;0,067;10;42;0,9969;3,19;0,59;9,5;5;RED
3695;6,5;0,38;0,53;1,4;0,142;5;69;0,9926;3,14;0,52;10,1;4;WHITE
3696;9,1;0,3;0,41;2;0,068;10;24;0,99523;3,27;0,85;11,7;7;RED
3697;6,8;0,27;0,28;13,3;0,076;50;163;0,9979;3,03;0,38;8,6;6;WHITE
3698;7,3;0,33;0,4;6,85;0,038;32;138;0,992;3,03;0,3;11,9;7;WHITE
3699;6,1;0,36;0,26;8,15;0,035;14;88;0,99031;3,06;0,27;13;7;WHITE
3700;9,2;0,14;0,37;1,1;0,034;36;84;0,99136;3,05;0,55;11,6;6;WHITE
3701;6;0,42;0,41;12,4;0,032;50;179;0,99622;3,14;0,6;9,7;5;WHITE
3702;7,1;0,46;0,14;2,8;0,076;15;37;0,99624;3,36;0,49;10,7;5;RED
3703;8,1;0,26;0,37;1,9;0,072;48;159;0,9949;3,37;0,7;10,9;6;WHITE
3704;6;0,25;0,4;5,7;0,052;56;152;0,99398;3,16;0,88;10,5;6;WHITE
3705;8,1;0,22;0,43;1,5;0,044;28;129;0,9938;3,22;0,45;11;6;WHITE
3706;6,8;0,21;0,36;18,1;0,046;32;133;1;3,27;0,48;8,8;5;WHITE
3707;6,1;0,34;0,29;2,2;0,036;25;100;0,98938;3,06;0,44;11,8;6;WHITE
3708;9,6;0,77;0,12;2,9;0,082;30;74;0,99865;3,3;0,64;10,4;6;RED
3709;11,6;0,23;0,57;1,8;0,074;3;8;0,9981;3,14;0,7;9,9;6;RED
3710;7,8;0,3;0,74;1,8;0,033;33;156;0,991;3,29;0,52;12,8;6;WHITE
3711;8,8;0,31;0,4;2,8;0,109;7;16;0,99614;3,31;0,79;11,8;7;RED
3712;8;0,28;0,44;1,8;0,081;28;68;0,99501;3,36;0,66;11,2;5;RED
3713;10,6;0,48;0,64;2,2;0,111;6;20;0,997;3,26;0,66;11,7;6;RED
3714;6,2;0,34;0,3;11,1;0,047;28;237;0,9981;3,18;0,49;8,7;5;WHITE
3715;6,7;0,33;0,36;6,6;0,042;34;116;0,99123;2,97;0,31;12,2;8;WHITE
3716;7,2;0,26;0,3;2,1;0,033;50;158;0,9909;3,33;0,43;12,1;7;WHITE
3717;8,3;1,02;0,02;3,4;0,084;6;11;0,99892;3,48;0,49;11;3;RED
3718;6,2;0,18;0,3;1;0,031;23;73;0,99032;3,23;0,52;11,3;6;WHITE
3719;5,6;0,605;0,05;2,4;0,073;19;25;0,99258;3,56;0,55;12,9;5;RED
3720;6,9;0,2;0,36;1,5;0,031;38;147;0,9931;3,35;0,56;11;6;WHITE
3721;7,2;0,23;0,38;14,3;0,058;55;194;0,9979;3,09;0,44;9;6;WHITE
3722;6,4;0,26;0,25;10,7;0,046;66;179;0,99606;3,17;0,55;9,9;6;WHITE
3723;6,5;0,2;0,31;2,1;0,033;32;95;0,989435;2,96;0,61;12;6;WHITE
3724;7,4;0,29;0,38;1,7;0,062;9;30;0,9968;3,41;0,53;9,5;6;RED
3725;7;0,48;0,12;4,5;0,05;23;86;0,99398;2,86;0,35;9;5;WHITE
3726;5,7;0,22;0,33;1,9;0,036;37;110;0,98945;3,26;0,58;12,4;6;WHITE
3727;6,6;0,23;0,27;5,6;0,043;43;164;0,9953;3,27;0,76;9,5;5;WHITE
